epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.6768,2.15509,3.98744,2.76561,0.00239,0.66667,0.03339,0.00819,2.611,4.69978,3.43543,0.00019998,0.00019998,0.00019998
