epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.2691,2.88129,4.42544,3.69357,0.00377,0.51333,0.12583,0.02297,2.80376,5.56228,4.48281,4.444e-05,4.444e-05,4.444e-05
